f_property_type,f_room_type,f_cancellation_policy,f_bed_type,f_neighbourhood_cleansed,price,n_accommodates,n_bathrooms,n_review_scores_rating,n_number_of_reviews,n_guests_included,n_reviews_per_month,n_extra_people,n_minimum_nights,n_beds,n_days_since,d_24hourcheckin,d_airconditioning,d_breakfast,d_buzzerwirelessintercom,d_cabletv,d_carbonmonoxidedetector,d_cats,d_dogs,d_doorman,d_doormanentry,d_dryer,d_elevatorinbuilding,d_essentials,d_familykidfriendly,d_fireextinguisher,d_firstaidkit,d_freeparkingonpremises,d_freeparkingonstreet,d_gym,d_hairdryer,d_hangers,d_heating,d_hottub,d_indoorfireplace,d_internet,d_iron,d_keypad,d_kitchen,d_laptopfriendlyworkspace,d_lockonbedroomdoor,d_lockbox,d_otherpets,d_paidparkingoffpremises,d_petsallowed,d_petsliveonthisproperty,d_pool,d_privateentrance,d_privatelivingroom,d_safetycard,d_selfcheckin,d_shampoo,d_smartlock,d_smokedetector,d_smokingallowed,d_suitableforevents,d_tv,d_washer,d_washerdryer,d_wheelchairaccessible,d_wirelessinternet,neighbourhood_cleansed,cancellation_policy,room_type,property_type,neighbourhood_cleansed
Apartment,Entire home/apt,strict,Real Bed,Camden,140.0,4,1.0,98.0,19,2,0.4,45,2,3.0,1409.0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,Camden,strict,Entire home/apt,Apartment,Camden
Apartment,Entire home/apt,strict,Real Bed,Camden,100.0,2,1.0,100.0,6,1,0.23,0,10,1.0,778.0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Camden,strict,Entire home/apt,Apartment,Camden
Apartment,Entire home/apt,moderate,Real Bed,Camden,140.0,4,1.0,67.0,3,4,0.14,0,1,2.0,620.0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,Camden,moderate,Entire home/apt,Apartment,Camden
Apartment,Entire home/apt,strict,Real Bed,Camden,225.0,6,1.0,88.0,19,2,1.78,10,1,3.0,320.0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,Camden,strict,Entire home/apt,Apartment,Camden
Apartment,Entire home/apt,strict,Real Bed,Camden,170.0,4,1.0,,0,1,,0,3,2.0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Camden,strict,Entire home/apt,Apartment,Camden
House,Private room,moderate,Real Bed,Camden,75.0,2,1.5,99.0,100,1,2.37,0,2,1.0,1264.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Camden,moderate,Private room,House,Camden
House,Private room,strict,Real Bed,Camden,36.0,1,2.0,92.0,94,1,5.85,0,1,1.0,481.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,Camden,strict,Private room,House,Camden
Apartment,Entire home/apt,flexible,Real Bed,Camden,120.0,4,1.0,87.0,91,2,2.02,30,2,2.0,1349.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Camden,flexible,Entire home/apt,Apartment,Camden
House,Private room,strict,Real Bed,Camden,25.0,1,1.5,98.0,83,1,2.93,0,30,1.0,850.0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,Camden,strict,Private room,House,Camden
House,Private room,strict,Real Bed,Camden,185.0,4,2.0,97.0,64,1,3.24,15,1,2.0,591.0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Camden,strict,Private room,House,Camden
Apartment,Entire home/apt,strict,Real Bed,Camden,80.0,3,1.0,73.0,4,1,1.52,0,1,1.0,78.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Camden,strict,Entire home/apt,Apartment,Camden
Apartment,Entire home/apt,strict,Real Bed,Camden,110.0,4,1.0,75.0,14,4,0.72,0,1,2.0,579.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,Camden,strict,Entire home/apt,Apartment,Camden
Apartment,Private room,flexible,Real Bed,Camden,57.0,2,1.0,60.0,1,1,0.5,0,1,1.0,59.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,Camden,flexible,Private room,Apartment,Camden
Apartment,Entire home/apt,strict,Real Bed,Camden,95.0,3,1.0,86.0,29,2,2.36,10,3,2.0,367.0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Camden,strict,Entire home/apt,Apartment,Camden
Apartment,Private room,strict,Real Bed,Camden,250.0,5,2.0,93.0,60,1,2.76,0,2,3.0,652.0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,Camden,strict,Private room,Apartment,Camden
Apartment,Private room,strict,Real Bed,Camden,45.0,2,1.0,60.0,1,1,1.0,0,1,1.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Camden,strict,Private room,Apartment,Camden
Apartment,Entire home/apt,flexible,Real Bed,Camden,110.0,3,1.0,83.0,6,1,0.68,0,2,1.0,265.0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Camden,flexible,Entire home/apt,Apartment,Camden
Apartment,Private room,strict,Real Bed,Camden,40.0,1,1.0,,0,1,,0,5,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Camden,strict,Private room,Apartment,Camden
Apartment,Entire home/apt,strict,Real Bed,Camden,150.0,3,2.0,93.0,6,1,0.27,0,3,2.0,674.0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Camden,strict,Entire home/apt,Apartment,Camden
Apartment,Private room,moderate,Real Bed,Camden,54.0,2,2.0,80.0,2,1,0.07,0,4,1.0,832.0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Camden,moderate,Private room,Apartment,Camden
Apartment,Entire home/apt,moderate,Real Bed,Camden,125.0,4,1.0,97.0,90,1,6.92,0,1,2.0,389.0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,Camden,moderate,Entire home/apt,Apartment,Camden
Apartment,Private room,flexible,Real Bed,Camden,40.0,2,1.0,100.0,3,1,0.22,10,2,1.0,415.0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,Camden,flexible,Private room,Apartment,Camden
Apartment,Entire home/apt,flexible,Real Bed,Camden,70.0,2,1.5,96.0,10,1,1.01,0,1,1.0,296.0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,Camden,flexible,Entire home/apt,Apartment,Camden
Apartment,Private room,flexible,Real Bed,Camden,43.0,2,1.0,100.0,2,1,2.0,0,1,1.0,5.0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,Camden,flexible,Private room,Apartment,Camden
Apartment,Entire home/apt,strict,Real Bed,Camden,67.0,2,1.0,94.0,10,1,0.38,0,4,1.0,798.0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,Camden,strict,Entire home/apt,Apartment,Camden
Apartment,Entire home/apt,strict,Real Bed,Camden,130.0,6,1.0,60.0,1,6,0.07,35,1,3.0,432.0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,Camden,strict,Entire home/apt,Apartment,Camden
Apartment,Entire home/apt,strict,Real Bed,Camden,70.0,3,1.0,96.0,42,2,6.0,15,1,2.0,209.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,Camden,strict,Entire home/apt,Apartment,Camden
Apartment,Entire home/apt,strict,Real Bed,Camden,345.0,10,3.0,95.0,8,4,2.2,25,2,5.0,108.0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,Camden,strict,Entire home/apt,Apartment,Camden
Apartment,Private room,flexible,Real Bed,Camden,53.0,2,1.0,100.0,2,2,0.67,30,2,1.0,88.0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Camden,flexible,Private room,Apartment,Camden
Apartment,Entire home/apt,moderate,Real Bed,Camden,85.0,4,1.0,80.0,10,2,1.1,20,1,1.0,272.0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Camden,moderate,Entire home/apt,Apartment,Camden
Apartment,Private room,moderate,Real Bed,Camden,40.0,3,1.0,89.0,24,2,1.41,20,1,1.0,510.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Camden,moderate,Private room,Apartment,Camden
Apartment,Private room,strict,Real Bed,Camden,37.0,1,1.0,88.0,5,1,5.0,0,3,1.0,28.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,Camden,strict,Private room,Apartment,Camden
Apartment,Private room,moderate,Real Bed,Camden,40.0,1,1.0,98.0,8,1,0.63,0,1,1.0,379.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Camden,moderate,Private room,Apartment,Camden
Apartment,Private room,strict,Real Bed,Camden,40.0,2,1.0,89.0,18,1,0.88,20,1,1.0,611.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,Camden,strict,Private room,Apartment,Camden
Apartment,Entire home/apt,strict,Real Bed,Camden,179.0,2,1.0,,0,1,,0,7,1.0,,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,Camden,strict,Entire home/apt,Apartment,Camden
Apartment,Entire home/apt,moderate,Real Bed,Camden,125.0,2,1.5,92.0,5,1,0.23,0,3,1.0,639.0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Camden,moderate,Entire home/apt,Apartment,Camden
Apartment,Private room,flexible,Real Bed,Camden,125.0,2,1.0,100.0,1,1,0.04,0,1,1.0,680.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Camden,flexible,Private room,Apartment,Camden
Apartment,Entire home/apt,strict,Real Bed,Camden,220.0,6,2.0,100.0,3,1,0.63,0,5,4.0,141.0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Camden,strict,Entire home/apt,Apartment,Camden
Apartment,Entire home/apt,strict,Real Bed,Camden,141.0,4,1.0,,0,1,,0,1,2.0,,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,Camden,strict,Entire home/apt,Apartment,Camden
Apartment,Entire home/apt,moderate,Real Bed,Camden,85.0,4,1.0,78.0,9,2,1.02,20,2,1.0,265.0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Camden,moderate,Entire home/apt,Apartment,Camden
Apartment,Entire home/apt,flexible,Real Bed,Camden,33.0,1,1.0,,0,1,,0,1,1.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,Camden,flexible,Entire home/apt,Apartment,Camden
Apartment,Private room,moderate,Real Bed,Camden,72.0,2,1.0,89.0,17,1,0.56,5,1,3.0,904.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Camden,moderate,Private room,Apartment,Camden
Apartment,Private room,flexible,Real Bed,Camden,100.0,4,1.0,,0,1,,0,1,2.0,,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Camden,flexible,Private room,Apartment,Camden
House,Private room,flexible,Real Bed,Camden,99.0,8,1.0,88.0,23,1,6.27,0,2,4.0,109.0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,Camden,flexible,Private room,House,Camden
Apartment,Private room,flexible,Real Bed,Camden,55.0,2,1.0,91.0,65,1,4.42,0,3,1.0,440.0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,Camden,flexible,Private room,Apartment,Camden
Apartment,Entire home/apt,strict,Real Bed,Camden,99.0,2,1.0,87.0,13,1,0.24,0,7,1.0,1616.0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Camden,strict,Entire home/apt,Apartment,Camden
Apartment,Entire home/apt,strict,Real Bed,Camden,112.0,2,1.0,94.0,17,1,0.32,0,7,1.0,1617.0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Camden,strict,Entire home/apt,Apartment,Camden
Apartment,Entire home/apt,strict,Real Bed,Camden,200.0,6,2.0,100.0,2,1,0.26,0,1,2.0,234.0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Camden,strict,Entire home/apt,Apartment,Camden
Apartment,Entire home/apt,moderate,Real Bed,Camden,129.0,4,1.0,,0,1,,0,2,2.0,,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Camden,moderate,Entire home/apt,Apartment,Camden
House,Entire home/apt,flexible,Real Bed,Camden,285.0,8,3.5,,0,1,,0,7,8.0,,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,Camden,flexible,Entire home/apt,House,Camden
Apartment,Entire home/apt,strict,Real Bed,Camden,175.0,4,1.0,100.0,1,2,0.6,10,1,2.0,49.0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,Camden,strict,Entire home/apt,Apartment,Camden
Apartment,Entire home/apt,strict,Real Bed,Camden,105.0,2,1.0,80.0,4,1,0.18,0,1,2.0,673.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,Camden,strict,Entire home/apt,Apartment,Camden
Apartment,Private room,flexible,Real Bed,Camden,25.0,1,1.0,,0,1,,0,21,1.0,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Camden,flexible,Private room,Apartment,Camden
House,Entire home/apt,flexible,Real Bed,Camden,149.0,4,1.0,,0,1,,0,1,2.0,,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Camden,flexible,Entire home/apt,House,Camden
Apartment,Entire home/apt,moderate,Real Bed,Camden,85.0,2,1.0,79.0,18,1,4.06,0,2,1.0,132.0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,Camden,moderate,Entire home/apt,Apartment,Camden
Apartment,Private room,flexible,Real Bed,Camden,45.0,2,3.0,,1,1,0.12,15,4,1.0,251.0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Camden,flexible,Private room,Apartment,Camden
Apartment,Private room,flexible,Real Bed,Camden,40.0,2,1.0,,0,1,,0,1,1.0,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Camden,flexible,Private room,Apartment,Camden
Apartment,Entire home/apt,flexible,Real Bed,Camden,97.0,2,1.0,,0,1,,0,1,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Camden,flexible,Entire home/apt,Apartment,Camden
Apartment,Private room,strict,Real Bed,Camden,45.0,2,1.0,80.0,5,2,1.92,20,2,1.0,77.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Camden,strict,Private room,Apartment,Camden
House,Private room,moderate,Real Bed,Camden,35.0,2,1.0,98.0,11,1,1.99,15,35,1.0,165.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,Camden,moderate,Private room,House,Camden
Apartment,Private room,strict,Real Bed,Camden,44.0,2,1.0,,0,1,,25,1,1.0,,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Camden,strict,Private room,Apartment,Camden
Apartment,Entire home/apt,moderate,Real Bed,Camden,130.0,3,1.0,,0,2,,20,3,1.0,,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,Camden,moderate,Entire home/apt,Apartment,Camden
Apartment,Entire home/apt,strict,Real Bed,Camden,157.0,5,2.0,87.0,79,1,1.34,0,5,3.0,1774.0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,Camden,strict,Entire home/apt,Apartment,Camden
Apartment,Entire home/apt,strict,Real Bed,Camden,95.0,3,2.0,88.0,44,1,5.3,0,1,2.0,248.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,Camden,strict,Entire home/apt,Apartment,Camden
Apartment,Private room,strict,Real Bed,Camden,36.0,1,1.0,93.0,18,1,1.67,0,1,1.0,322.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,Camden,strict,Private room,Apartment,Camden
Apartment,Entire home/apt,moderate,Real Bed,Camden,125.0,2,1.0,97.0,7,1,0.45,10,14,1.0,470.0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,Camden,moderate,Entire home/apt,Apartment,Camden
Apartment,Entire home/apt,moderate,Real Bed,Camden,170.0,2,2.0,100.0,3,1,0.35,0,3,2.0,257.0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,Camden,moderate,Entire home/apt,Apartment,Camden
Apartment,Entire home/apt,flexible,Real Bed,Camden,100.0,4,2.0,,0,1,,0,1,2.0,,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Camden,flexible,Entire home/apt,Apartment,Camden
Apartment,Private room,strict,Real Bed,Camden,45.0,2,1.0,,0,1,,10,1,1.0,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,Camden,strict,Private room,Apartment,Camden
House,Private room,flexible,Real Bed,Camden,400.0,3,1.0,,0,1,,0,7,2.0,,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,Camden,flexible,Private room,House,Camden
Apartment,Entire home/apt,moderate,Real Bed,Camden,100.0,3,1.0,100.0,6,1,1.1,0,3,1.0,162.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Camden,moderate,Entire home/apt,Apartment,Camden
Apartment,Entire home/apt,strict,Real Bed,Camden,150.0,4,1.0,94.0,44,2,0.96,20,2,2.0,1373.0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Camden,strict,Entire home/apt,Apartment,Camden
Apartment,Private room,moderate,Couch,Camden,45.0,2,1.0,100.0,2,1,0.51,5,1,1.0,116.0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,Camden,moderate,Private room,Apartment,Camden
Apartment,Entire home/apt,strict,Real Bed,Camden,110.0,4,2.0,73.0,3,1,0.68,0,4,2.0,131.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,Camden,strict,Entire home/apt,Apartment,Camden
